gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,n_services,charge_tenure_ratio,charge_consistency,tenure_log,is_new_user,is_long_term,MonthlyCharges_log,TotalCharges_log,AvgCharges,LongTermCustomer
0,0,1,0,21,1,1,1,0,1,0,1,1,0,1,103.9,2254.2,1,1,0,0,0,1,0,6,4.947619047619048,1.0331362573903478,3.091042453358316,0,0,4.653007515402251,7.720993939799903,107.34285714285713,0
1,0,0,0,19,1,0,0,0,0,0,0,0,2,0,19.65,358.15,0,0,1,0,0,0,1,1,1.0342105263157895,0.9592875318066159,2.995732273553991,0,0,3.027715319407042,5.88374012852081,18.849999999999998,0
1,0,1,0,31,1,0,0,0,1,0,1,1,1,1,93.8,2939.8,0,1,0,0,0,1,0,4,3.0258064516129033,1.0110048834170164,3.4657359027997265,0,0,4.551769409260976,7.986436932161368,94.83225806451614,1
1,0,0,0,52,1,1,1,1,1,1,1,1,2,1,89.25,4652.4,0,0,0,0,0,0,1,8,1.7163461538461537,1.0024563671622495,3.970291913552122,0,1,4.502583597212991,8.445353414193193,89.46923076923076,1
0,0,0,0,46,1,1,0,1,1,0,0,1,1,1,94.15,4408.45,0,1,0,0,0,1,0,5,2.0467391304347826,1.0179062088711353,3.8501476017100584,0,0,4.555454593742159,8.391505244109847,95.8358695652174,1
0,1,0,0,11,1,1,1,0,0,0,0,0,0,1,55.6,580.8,0,0,0,0,0,1,0,3,5.054545454545455,0.949640287769784,2.4849066497880004,0,0,4.036008985209137,6.366126746061101,52.8,0
0,0,1,1,53,0,0,1,1,1,0,0,1,0,1,48.7,2495.2,0,0,0,1,0,0,0,4,0.9188679245283019,0.9667196156677383,3.9889840465642745,0,1,3.906004933102583,7.822524854484353,47.079245283018864,1
0,0,1,1,11,1,0,0,0,0,0,0,0,0,1,19.25,180.3,1,0,1,0,0,0,1,1,1.75,0.8514757969303425,2.4849066497880004,0,0,3.0081547935525483,5.200153117760806,16.39090909090909,0
1,1,0,0,57,1,1,0,1,0,1,1,1,0,1,104.9,5913.95,0,1,0,1,0,0,0,6,1.8403508771929826,0.9890706269964711,4.060443010546419,0,1,4.662495252607361,8.685238323291383,103.75350877192982,1
0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,75.45,158.4,1,1,0,0,0,0,1,2,37.725,1.0497017892644136,1.0986122886681098,1,0,4.336636932375072,5.071416766356115,79.2,0
0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,54.85,104.2,1,0,0,0,0,0,1,3,27.425,0.9498632634457612,1.0986122886681098,1,0,4.02266952551521,4.65586330030361,52.1,0
0,0,1,1,71,1,0,0,0,0,0,0,0,2,0,19.9,1389.35,0,0,1,1,0,0,0,1,0.28028169014084503,0.9833321537263784,4.276666119016055,0,1,3.039749158970765,7.237310792989951,19.56830985915493,1
0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,19.4,19.4,0,0,1,0,0,0,1,1,19.4,1.0,0.6931471805599453,1,0,3.0155349008501706,3.0155349008501706,19.4,0
1,0,1,0,68,1,1,0,0,0,0,0,0,2,0,25.05,1629.2,0,0,1,0,1,0,0,2,0.3683823529411765,0.9564400610543619,4.23410650459726,0,1,3.260017768199376,7.396457985660357,23.958823529411767,1
1,0,1,0,72,1,0,1,1,1,1,1,1,2,0,84.45,6033.1,0,0,0,0,0,0,1,7,1.1729166666666666,0.9922209065193079,4.290459441148391,0,1,4.4479314095616,8.705181992336072,83.79305555555555,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,19.3,44.4,0,0,1,0,0,0,1,1,9.65,1.1502590673575128,1.0986122886681098,1,0,3.0106208860477417,3.8155121050473024,22.2,0
1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,95.1,95.1,1,1,0,0,0,1,0,4,95.1,1.0,0.6931471805599453,1,0,4.565389315976247,4.565389315976247,95.1,0
0,0,0,0,41,1,0,1,0,1,1,1,1,1,1,79.85,3320.75,0,0,0,1,0,0,0,6,1.947560975609756,1.0143256410648014,3.7376696182833684,0,0,4.392595586023115,8.108247031471418,80.9939024390244,1
1,0,1,1,72,1,1,0,0,0,0,0,0,2,0,25.55,1867.7,0,0,1,0,1,0,0,2,0.3548611111111111,1.0152750597956077,4.290459441148391,0,1,3.279029747687948,7.53299828092821,25.94027777777778,1
1,0,1,0,6,1,1,0,0,0,0,0,0,0,1,75.5,438.0,1,1,0,0,0,1,0,2,12.583333333333334,0.9668874172185431,1.9459101490553132,1,0,4.33729074083249,6.0844994130751715,73.0,0
0,0,1,1,4,1,0,0,0,1,0,0,0,0,1,73.75,325.45,1,1,0,0,0,1,0,2,18.4375,1.1032203389830508,1.6094379124341003,1,0,4.314149212270796,5.788276797632642,81.3625,0
1,0,0,0,12,1,1,0,0,0,0,1,1,0,1,96.05,1148.1,1,1,0,0,0,1,0,4,8.004166666666666,0.9960957834461218,2.5649493574615367,0,0,4.57522630961502,7.046734306263588,95.675,0
0,0,1,0,58,1,1,1,0,0,1,0,1,1,1,68.4,3972.25,0,0,0,0,0,1,0,5,1.1793103448275863,1.0012729380923573,4.07753744390572,0,1,4.239886867512759,8.287339678576929,68.48706896551724,1
0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,20.65,155.9,0,0,1,0,0,0,1,1,2.9499999999999997,1.0785195434105848,2.0794415416798357,0,0,3.075005454448499,5.055608659738987,22.271428571428572,0
0,0,1,0,65,1,0,1,0,1,0,0,0,0,1,55.15,3673.15,0,0,0,0,0,0,1,3,0.8484615384615385,1.0246600181323664,4.189654742026425,0,1,4.0280266811844525,8.20907709237769,56.51,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,70.6,70.6,0,1,0,0,0,0,1,1,70.6,1.0,0.6931471805599453,1,0,4.2710950739666,4.2710950739666,70.6,0
1,0,1,0,56,1,0,0,0,0,0,0,0,1,0,19.95,1126.75,0,0,1,0,1,0,0,1,0.35625,1.008548156104547,4.04305126783455,0,1,3.0421386463681466,7.027979776288506,20.120535714285715,1
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,19.0,73.45,0,0,1,0,0,0,1,1,4.75,0.9664473684210527,1.6094379124341003,1,0,2.995732273553991,4.310127759130018,18.3625,0
0,0,1,1,58,1,0,0,0,0,0,0,0,1,1,44.1,2413.05,0,0,0,0,0,0,1,1,0.7603448275862069,0.9434083978418953,4.07753744390572,0,1,3.8088822465086327,7.789061113953332,41.60431034482759,1
1,0,1,0,62,1,1,0,0,1,1,1,1,2,1,107.6,6912.7,0,1,0,1,0,0,0,6,1.7354838709677418,1.0362003837390574,4.143134726391533,0,1,4.687671407499835,8.84126022931745,111.49516129032257,1
1,0,0,0,26,1,1,1,1,0,0,0,0,1,0,61.55,1581.95,0,0,0,0,0,1,0,4,2.3673076923076923,0.9885333999875024,3.295836866004329,0,0,4.13596623691292,7.367045473785209,60.84423076923077,1
1,0,0,0,62,1,1,1,1,1,0,0,0,0,0,90.7,5586.45,0,1,0,1,0,0,0,5,1.4629032258064516,0.9934292420955293,4.143134726391533,0,1,4.51852237926242,8.628278290335924,90.1040322580645,1
0,0,1,1,58,1,0,1,1,0,0,1,1,1,0,99.25,5846.65,0,1,0,0,1,0,0,5,1.7112068965517242,1.0156605576305047,4.07753744390572,0,1,4.6076670661866785,8.673795150117357,100.80431034482758,1
0,0,1,0,68,1,1,1,1,1,1,1,1,2,1,91.7,6424.7,0,0,0,0,0,1,0,8,1.348529411764706,1.0303258708063376,4.23410650459726,0,1,4.529368472571809,8.768060853245206,94.48088235294118,1
0,0,1,1,61,1,1,1,1,1,0,0,1,1,1,100.7,6018.65,0,1,0,0,1,0,0,6,1.6508196721311477,0.9798052973448158,4.127134385045092,0,1,4.622027303054514,8.702784397077815,98.66639344262295,1
0,0,0,0,42,1,1,0,0,1,1,1,1,2,1,78.45,3373.4,0,0,0,0,1,0,0,6,1.8678571428571429,1.0238246987768975,3.7612001156935624,0,0,4.375127892982725,8.12397280972451,80.31904761904762,1
1,0,0,0,18,1,1,0,0,0,0,1,0,0,0,84.3,1537.9,0,1,0,1,0,0,0,3,4.683333333333334,1.0135099512323713,2.9444389791664403,0,0,4.446174454497633,7.338823154469806,85.4388888888889,0
0,0,0,0,56,1,0,0,0,0,0,0,0,2,1,19.55,1080.55,0,0,1,1,0,0,0,1,0.3491071428571429,0.9869839240043844,4.04305126783455,0,1,3.022860940942244,6.98615047640951,19.295535714285712,1
0,0,0,0,4,1,1,0,1,0,0,0,1,0,1,88.95,355.2,1,1,0,0,0,1,0,4,22.2375,0.9983136593591905,1.6094379124341003,1,0,4.499253960396542,5.875492370855561,88.8,0
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,20.45,82.85,0,0,1,0,1,0,0,1,5.1125,1.0128361858190709,1.6094379124341003,1,0,3.065724645374026,4.429029488269218,20.7125,0
0,0,0,1,35,1,0,1,1,0,0,0,0,1,0,55.6,2016.45,0,0,0,0,1,0,0,3,1.5885714285714285,1.0362024665981502,3.58351893845611,0,0,4.036008985209137,7.6095896166895365,57.612857142857145,1
0,0,1,1,64,1,1,1,0,0,1,0,0,0,1,86.8,5327.25,0,1,0,1,0,0,0,4,1.35625,0.9589663738479263,4.174387269895637,0,1,4.475061500641071,8.580778133041347,83.23828125,1
0,0,0,0,31,1,0,0,0,0,0,0,0,1,0,20.95,683.25,0,0,1,0,0,0,1,1,0.6758064516129032,1.052044037262299,3.4657359027997265,0,0,3.08876713952118,6.5283233479207885,22.04032258064516,1
0,1,1,0,67,1,0,0,0,0,0,0,0,2,1,20.05,1263.05,0,0,1,1,0,0,0,1,0.2992537313432836,0.9402240666989242,4.219507705176107,0,1,3.0469005601283903,7.142076130886472,18.851492537313433,1
0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,50.7,151.3,1,0,0,0,1,0,0,2,12.675,0.7460552268244576,1.6094379124341003,1,0,3.9454577815143836,5.025852259901116,37.825,0
0,1,1,0,70,1,1,1,1,1,1,1,1,2,1,113.65,7714.65,0,1,0,0,0,1,0,8,1.6235714285714287,0.9697253472440449,4.2626798770413155,0,1,4.741884009303914,8.951006012706504,110.20928571428571,1
1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,53.4,188.7,1,0,0,0,1,0,0,2,17.8,1.1779026217228465,1.3862943611198906,1,0,3.996364153861897,5.245443876940969,62.9,0
1,1,1,0,53,1,1,0,1,0,0,1,1,0,1,101.9,5549.4,1,1,0,0,0,1,0,5,1.9226415094339624,1.0275334678837926,3.9889840465642745,0,1,4.633757642840004,8.621625276215486,104.70566037735848,1
1,0,1,1,2,1,0,1,1,0,1,0,0,2,0,59.5,130.5,0,0,0,0,0,0,1,4,29.75,1.096638655462185,1.0986122886681098,1,0,4.102643365036796,4.879006851617819,65.25,0
0,0,1,1,29,1,0,0,0,0,0,1,1,0,1,87.8,2621.75,0,1,0,0,1,0,0,3,3.027586206896552,1.029671667583065,3.4011973816621555,0,0,4.486386649998124,7.871978664611595,90.40517241379311,1
0,0,0,0,47,0,0,1,0,1,1,0,0,2,0,41.9,1875.25,0,0,0,0,0,0,1,3,0.8914893617021277,0.9522419133702331,3.871201010907891,0,0,3.758871825933971,7.5370303829476715,39.898936170212764,1
0,0,1,1,68,1,1,0,0,0,0,1,0,1,1,83.0,5685.8,1,1,0,0,0,1,0,3,1.2205882352941178,1.0074060949681078,4.23410650459726,0,1,4.430816798843313,8.645902978761542,83.61470588235295,1
1,0,0,1,12,1,0,1,0,0,0,1,1,0,1,69.85,837.5,0,0,0,0,0,0,1,4,5.820833333333333,0.9991648771176331,2.5649493574615367,0,0,4.260564966136689,6.731614581263264,69.79166666666667,0
0,0,1,1,8,1,0,0,1,0,1,0,0,0,0,56.3,401.5,0,0,0,1,0,0,0,3,7.0375,0.8914298401420959,2.1972245773362196,0,0,4.048300623720694,5.997695096858618,50.1875,0
1,0,1,0,54,1,1,1,1,1,0,1,1,0,0,109.55,6118.95,0,1,0,0,0,1,0,7,2.0287037037037035,1.0343577260510168,4.007333185232471,0,1,4.705467907303455,8.719309205538357,113.31388888888888,1
1,0,1,1,69,1,0,0,1,0,1,1,0,2,1,92.15,6480.9,0,1,0,0,0,0,1,4,1.3355072463768116,1.019273868220529,4.248495242049359,0,1,4.5342110970475975,8.776768956245249,93.92608695652173,1
0,0,0,0,26,1,1,1,1,0,0,1,0,0,1,69.5,1800.05,0,0,0,1,0,0,0,5,2.673076923076923,0.9961538461538462,3.295836866004329,0,0,4.255612709818223,7.496125107144836,69.2326923076923,1
0,0,1,0,72,1,1,1,1,1,1,0,0,2,1,97.0,7104.2,0,1,0,1,0,0,0,6,1.3472222222222223,1.0172107674684994,4.290459441148391,0,1,4.584967478670572,8.86858218932573,98.66944444444444,1
0,0,0,0,70,0,0,1,0,1,1,1,1,2,1,58.35,4214.25,0,0,0,1,0,0,0,5,0.8335714285714286,1.0317664340800587,4.2626798770413155,0,1,4.083452121055677,8.34646418065809,60.20357142857143,1
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,50.6,50.6,1,0,0,0,0,0,1,2,50.6,1.0,0.6931471805599453,1,0,3.9435216724875173,3.9435216724875173,50.6,0
1,0,0,0,10,1,0,0,0,0,0,1,1,0,1,89.5,863.1,1,1,0,0,0,1,0,3,8.95,0.9643575418994413,2.3978952727983707,0,0,4.505349850705881,6.7616885028473535,86.31,0
0,0,1,1,28,1,0,0,0,0,0,0,0,1,1,70.4,1992.2,0,1,0,1,0,0,0,1,2.5142857142857147,1.010653409090909,3.367295829986474,0,0,4.268297869345539,7.59749666640725,71.15,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,69.8,69.8,1,1,0,0,0,1,0,1,69.8,1.0,0.6931471805599453,1,0,4.259859000699674,4.259859000699674,69.8,0
0,0,1,0,21,1,1,0,0,0,0,1,1,0,1,94.3,1948.35,0,1,0,0,0,1,0,4,4.4904761904761905,0.9838660808968338,3.091042453358316,0,0,4.557029810660157,7.575251262656555,92.77857142857142,0
1,1,1,0,51,1,1,1,0,1,0,1,0,0,1,93.8,4750.95,1,1,0,1,0,0,0,5,1.8392156862745097,0.9931330741251724,3.9512437185814275,0,1,4.551769409260976,8.466310339101604,93.15588235294118,1
0,0,1,1,53,1,0,0,0,0,0,0,0,1,0,19.55,1007.9,0,0,1,1,0,0,0,1,0.3688679245283019,0.9727356077787964,3.9889840465642745,0,1,3.022860940942244,6.916615907414333,19.016981132075472,1
1,0,0,1,53,1,0,1,1,1,0,0,1,1,0,95.95,5036.9,0,1,0,0,0,1,0,5,1.810377358490566,0.9904726321688772,3.9889840465642745,0,1,4.574195381688661,8.524744607569072,95.03584905660377,1
1,0,1,0,24,1,1,0,0,1,0,1,1,0,1,101.05,2391.8,1,1,0,0,0,1,0,5,4.210416666666666,0.9862279399637145,3.2188758248682006,0,0,4.625462889255854,7.7802195073157385,99.65833333333335,0
0,0,1,0,70,1,1,1,1,1,1,1,1,2,1,94.8,6859.05,0,0,0,0,1,0,0,8,1.3542857142857143,1.033612115732369,4.2626798770413155,0,1,4.562262684976814,8.833470009323106,97.98642857142858,1
1,0,0,0,61,1,1,1,1,1,0,1,1,1,1,107.75,6521.9,0,1,0,0,0,1,0,7,1.7663934426229508,0.9922635122285192,4.127134385045092,0,1,4.689051669968793,8.783074341309122,106.91639344262295,1
0,0,0,0,11,1,0,1,0,0,1,0,0,1,1,54.6,617.85,0,0,0,0,0,0,1,3,4.963636363636364,1.0287212787212787,2.4849066497880004,0,0,4.018183201256536,6.427862916986031,56.16818181818182,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,71.3,157.75,0,1,0,0,1,0,0,1,35.65,1.1062412342215988,1.0986122886681098,1,0,4.280824129164719,5.067330637772801,78.875,0
1,0,0,0,25,1,0,0,0,0,0,0,0,1,1,19.5,516.3,0,0,1,1,0,0,0,1,0.78,1.059076923076923,3.258096538021482,0,0,3.0204248861443626,6.248622977009469,20.651999999999997,1
0,0,0,0,41,1,1,0,1,0,0,0,0,1,1,56.3,2364.0,0,0,0,0,1,0,0,3,1.373170731707317,1.024130312351081,3.7376696182833684,0,0,4.048300623720694,7.768533300926033,57.65853658536585,1
1,0,1,0,18,1,1,0,0,0,0,1,1,0,1,94.7,1687.95,1,1,0,0,0,1,0,4,5.261111111111111,0.9902323125659979,2.9444389791664403,0,0,4.5612182984589085,7.431862313054042,93.775,0
1,1,1,0,72,1,1,0,1,1,0,1,1,2,1,104.15,7689.95,1,1,0,1,0,0,0,6,1.4465277777777779,1.0254907451858963,4.290459441148391,0,1,4.655387902148709,8.947799591930734,106.80486111111111,1
0,0,1,1,71,1,1,1,1,1,1,1,1,2,1,90.55,6239.05,0,0,0,0,1,0,0,8,1.2753521126760563,0.970446644527574,4.276666119016055,0,1,4.51688527112052,8.738743474151883,87.87394366197184,1
0,0,1,1,34,1,0,1,1,1,0,0,0,1,1,60.8,2042.05,0,0,0,0,0,0,1,4,1.788235294117647,0.9878337848297214,3.5553480614894135,0,0,4.123903364463645,7.622199068331163,60.06029411764706,1
1,0,0,0,29,1,0,0,0,1,1,1,1,0,1,98.8,2807.1,0,1,0,0,1,0,0,5,3.4068965517241376,0.9797221834426917,3.4011973816621555,0,0,4.603168183317418,7.940263377047203,96.79655172413793,1
1,1,1,0,40,1,0,1,1,1,1,1,0,1,1,98.15,4116.8,0,1,0,0,1,0,0,6,2.4537500000000003,1.048599083036169,3.713572066704308,0,0,4.5966338549658055,8.323074319142645,102.92,1
1,0,1,0,36,0,0,1,0,1,0,0,0,1,0,35.35,1317.95,0,0,0,0,0,0,1,2,0.9819444444444445,1.0356357064277855,3.6109179126442243,0,0,3.5931942039795284,7.184591244493121,36.609722222222224,1
0,0,1,0,46,1,1,0,1,0,1,1,1,1,1,103.15,4594.65,0,1,0,0,0,1,0,6,2.242391304347826,0.9683344222217537,3.8501476017100584,0,0,4.645832167706981,8.43286548289217,99.8836956521739,1
0,0,0,0,58,1,1,1,1,1,0,1,1,1,1,107.75,6332.75,0,1,0,0,0,1,0,7,1.8577586206896552,1.013321065685255,4.07753744390572,0,1,4.689051669968793,8.75364775679012,109.1853448275862,1
1,0,0,0,39,1,1,0,1,0,0,0,0,1,0,81.4,3213.75,0,1,0,0,1,0,0,3,2.0871794871794873,1.0123322623322621,3.6888794541139363,0,0,4.411585436915426,8.075504873150548,82.40384615384616,1
1,0,1,1,4,1,0,0,0,0,1,0,1,0,0,61.45,229.55,1,0,0,0,1,0,0,3,15.3625,0.9338893409275834,1.6094379124341003,1,0,4.134366236571586,5.440467758652715,57.3875,0
0,0,1,1,52,1,1,0,1,1,0,1,0,1,1,95.7,4976.15,0,1,0,0,1,0,0,5,1.8403846153846155,0.9999497628807972,3.970291913552122,0,1,4.571613402459248,8.512612717042128,95.6951923076923,1
1,1,1,0,70,1,1,0,1,1,0,1,1,1,1,104.8,7308.95,0,1,0,0,0,1,0,6,1.497142857142857,0.9963127044711014,4.2626798770413155,0,1,4.661550519424199,8.89699171277515,104.41357142857143,1
1,1,1,0,65,1,0,0,0,0,0,0,0,1,1,70.95,4555.2,0,1,0,1,0,0,0,1,1.0915384615384616,0.987737843551797,4.189654742026425,0,1,4.2759714333333765,8.424244221759855,70.08,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,44.95,44.95,0,0,0,0,0,0,1,1,44.95,1.0,0.6931471805599453,1,0,3.827553848801696,3.827553848801696,44.95,0
0,0,1,0,70,1,1,0,0,1,0,1,1,1,1,97.65,6982.5,0,1,0,0,0,1,0,5,1.395,1.021505376344086,4.2626798770413155,0,1,4.591578232468624,8.851305502745825,99.75,1
0,1,1,1,29,0,0,0,1,1,0,0,0,0,1,35.65,1025.15,0,0,0,0,0,0,1,2,1.2293103448275862,0.991584852734923,3.4011973816621555,0,0,3.6014134283326604,6.933569213875117,35.35,1
1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,90.55,90.55,1,1,0,0,0,1,0,3,90.55,1.0,0.6931471805599453,1,0,4.51688527112052,4.51688527112052,90.55,0
0,0,0,0,67,1,1,1,0,1,1,1,1,2,1,85.25,5714.2,0,0,0,0,0,0,1,7,1.2723880597014925,1.0004289403422768,4.219507705176107,0,1,4.457250055911469,8.650884571242125,85.2865671641791,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,19.5,19.5,0,0,1,0,0,0,1,1,19.5,1.0,0.6931471805599453,1,0,3.0204248861443626,3.0204248861443626,19.5,0
0,0,0,0,26,1,0,0,0,0,0,1,1,0,1,88.8,2274.35,1,1,0,1,0,0,0,3,3.4153846153846152,0.9850788288288289,3.295836866004329,0,0,4.497584975308154,7.729889165705791,87.475,1
0,0,1,1,30,1,1,0,0,0,0,0,0,2,1,25.1,789.55,0,0,1,0,0,0,1,2,0.8366666666666667,1.048539176626826,3.4339872044851463,0,0,3.261935314328648,6.672728905756154,26.31833333333333,1
0,0,1,0,48,1,0,0,0,1,1,1,1,0,1,100.05,4834.0,0,1,0,0,1,0,0,5,2.084375,1.0065800433116776,3.8918202981106265,0,1,4.61561544384963,8.483636407887394,100.70833333333333,1
0,0,1,1,55,1,0,1,1,0,0,0,0,0,0,55.7,3131.8,0,0,0,0,0,1,0,3,1.0127272727272727,1.022294760894402,4.02535169073515,0,1,4.037774210733707,8.04968245233619,56.941818181818185,1
1,0,0,0,7,1,1,0,0,0,0,0,1,0,1,85.2,602.55,1,1,0,0,0,0,1,3,12.171428571428573,1.0103118712273642,2.0794415416798357,0,0,4.456670177669648,6.402828887147136,86.07857142857142,0
1,0,0,0,37,1,1,1,0,0,0,1,0,0,1,91.15,3369.25,0,1,0,0,0,1,0,4,2.4635135135135138,0.9990215119123511,3.6375861597263857,0,0,4.523417684115833,8.122742204571173,91.0608108108108,1
0,0,1,0,31,1,0,0,1,0,0,0,1,0,1,83.85,2674.15,0,1,0,1,0,0,0,3,2.704838709677419,1.0287764248754496,3.4657359027997265,0,0,4.440884991680235,7.8917607325243315,86.26290322580645,1
1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,45.9,199.75,0,0,0,0,0,1,0,1,11.475,1.087962962962963,1.6094379124341003,1,0,3.8480176754522337,5.302060352826871,49.9375,0
1,0,1,1,72,1,1,0,0,0,0,0,0,2,1,25.1,1790.8,0,0,1,0,1,0,0,2,0.34861111111111115,0.9909251881363434,4.290459441148391,0,1,3.261935314328648,7.490975980163478,24.87222222222222,1
1,1,0,0,5,1,0,0,0,0,0,1,1,0,1,91.4,449.75,1,1,0,0,0,1,0,3,18.28,0.9841356673960613,1.791759469228055,1,0,4.526126978647638,6.110912862083427,89.95,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,19.7,19.7,0,0,1,0,0,0,1,1,19.7,1.0,0.6931471805599453,1,0,3.0301337002713233,3.0301337002713233,19.7,0
0,1,0,0,15,1,0,0,0,0,0,1,1,0,1,91.5,1400.3,0,1,0,0,0,1,0,3,6.1,1.020255009107468,2.772588722239781,0,0,4.52720864451838,7.245155656176172,93.35333333333332,0
1,0,1,1,8,1,0,1,0,0,0,0,0,0,1,51.3,411.6,0,0,0,0,1,0,0,2,6.4125,1.0029239766081872,2.1972245773362196,0,0,3.9569963710708773,6.022478600637151,51.45,0
0,0,0,0,35,1,0,0,0,0,0,0,0,1,0,21.1,741.0,0,0,1,0,0,0,1,1,0.6028571428571429,1.0033852403520649,3.58351893845611,0,0,3.095577608523707,6.60934924316738,21.17142857142857,1
0,1,0,0,56,1,1,0,1,1,0,1,1,0,0,104.75,5841.35,0,1,0,0,0,1,0,6,1.8705357142857142,0.9957978179338561,4.04305126783455,0,1,4.661077817926388,8.672888392142482,104.30982142857144,1
1,0,1,0,42,1,1,0,0,1,1,1,1,0,1,106.15,4512.7,1,1,0,1,0,0,0,6,2.5273809523809527,1.0122019603884889,3.7612001156935624,0,0,4.674229721919586,8.414872495266398,107.4452380952381,1
1,1,1,1,65,1,1,1,1,0,0,0,0,0,1,85.75,5688.45,0,1,0,0,0,1,0,4,1.3192307692307692,1.020578605068401,4.189654742026425,0,1,4.4630304188269685,8.646368861639983,87.51461538461538,1
0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,20.3,31.9,0,0,1,0,0,0,1,1,10.15,0.7857142857142857,1.0986122886681098,1,0,3.0587070727153796,3.493472657771326,15.95,0
1,1,1,0,65,1,1,1,0,0,0,1,1,1,1,100.75,6674.65,0,1,0,0,0,1,0,5,1.55,1.0192250429471272,4.189654742026425,0,1,4.622518824322705,8.806221856804648,102.68692307692307,1
0,0,0,0,18,1,1,0,0,0,0,0,0,0,1,74.15,1345.75,0,1,0,0,0,1,0,2,4.1194444444444445,1.008279014010639,2.9444389791664403,0,0,4.319486116198983,7.205449561560643,74.76388888888889,0
0,0,0,0,23,1,1,1,0,1,0,1,1,1,1,78.55,1843.05,0,0,0,0,0,1,0,6,3.4152173913043478,1.0201477873412117,3.1780538303479458,0,0,4.376385754783795,7.519719518716397,80.13260869565217,0
0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,45.3,196.95,1,0,0,0,0,0,1,1,11.325,1.0869205298013245,1.6094379124341003,1,0,3.835141961092188,5.288014473552139,49.2375,0
1,0,1,0,70,1,0,0,0,0,0,0,0,2,0,19.85,1433.8,0,0,1,0,1,0,0,1,0.2835714285714286,1.0318819719323498,4.2626798770413155,0,1,3.0373539482448106,7.268780745658128,20.482857142857142,1
0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,50.7,214.55,0,0,0,0,0,1,0,2,12.675,1.0579388560157792,1.6094379124341003,1,0,3.9454577815143836,5.373192901193144,53.6375,0
1,0,0,0,19,1,0,0,0,0,0,0,0,0,1,45.0,865.85,0,0,0,1,0,0,0,1,2.3684210526315788,1.0126900584795322,2.995732273553991,0,0,3.828641396489095,6.764865951431896,45.57105263157895,0
0,0,0,0,18,1,0,0,1,1,0,0,0,0,0,77.8,1358.6,0,1,0,0,0,1,0,3,4.322222222222222,0.9701513853184804,2.9444389791664403,0,0,4.366912996863833,7.2149458178219605,75.47777777777777,0
0,1,1,0,38,1,0,1,0,0,0,0,1,0,1,83.45,3147.15,0,1,0,0,0,1,0,3,2.1960526315789473,0.9924474157232507,3.6635616461296463,0,0,4.436159643253809,8.054570257703245,82.81973684210527,1
1,0,0,0,2,1,1,0,0,0,0,0,0,0,1,73.25,131.05,1,1,0,0,1,0,0,2,36.625,0.8945392491467578,1.0986122886681098,1,0,4.307437777682809,4.883180638743141,65.525,0
1,0,0,0,47,1,1,1,1,0,0,1,0,1,0,94.8,4535.85,0,1,0,1,0,0,0,5,2.0170212765957447,1.0180110422838677,3.871201010907891,0,0,4.562262684976814,8.419988217623041,96.50744680851065,1
0,0,1,1,52,1,0,0,0,0,0,0,0,2,0,20.1,1078.75,0,0,1,1,0,0,0,1,0.38653846153846155,1.0320991197856868,3.970291913552122,0,1,3.0492730404820207,6.984484811840811,20.745192307692307,1
1,0,0,0,9,1,1,0,0,0,0,0,1,0,0,59.9,542.4,0,0,0,0,0,0,1,3,6.655555555555555,1.0061213132999443,2.302585092994046,0,0,4.109233174715851,6.297845696992248,60.266666666666666,0
0,0,1,0,26,1,1,1,1,1,1,1,1,1,1,90.1,2312.55,0,0,0,0,1,0,0,8,3.465384615384615,0.9871723725774781,3.295836866004329,0,0,4.511957804265912,7.746538420389285,88.94423076923077,1
